epochMs,queueSize,queueCapacity,droppedOverflow,exportFailures,exportTimeouts
1781148302619,290,2048,0,506,0
1781148307632,310,2048,0,507,0
1781148312638,310,2048,0,508,0
1781148317662,320,2048,0,509,0
1781148322671,313,2048,0,510,0
1781148327683,261,2048,0,511,0
1781148332693,279,2048,0,512,0
1781148337701,257,2048,0,513,0
1781148342716,317,2048,0,514,0
1781148347730,299,2048,0,515,0
1781148352741,276,2048,0,516,0
1781148357744,288,2048,0,517,0
1781148362749,276,2048,0,518,0
1781148367756,264,2048,0,519,0
1781148372773,277,2048,0,520,0
1781148377785,311,2048,0,521,0
1781148382802,299,2048,0,522,0
1781148387805,292,2048,0,523,0
1781148392806,280,2048,0,524,0
1781148397821,301,2048,0,525,0
1781148402833,311,2048,0,526,0
1781148407851,311,2048,0,527,0
1781148412855,326,2048,0,528,0
1781148417871,268,2048,0,529,0
1781148422878,330,2048,0,530,0
1781148427880,316,2048,0,531,0
1781148432897,291,2048,0,532,0
1781148437913,332,2048,0,533,0
1781148442926,320,2048,0,534,0
1781148447932,303,2048,0,535,0
1781148452947,310,2048,0,536,0
1781148457961,326,2048,0,537,0
1781148462970,348,2048,0,538,0
1781148467986,294,2048,0,539,0
1781148472995,332,2048,0,540,0
1781148478000,266,2048,0,541,0
1781148483005,310,2048,0,542,0
1781148488011,313,2048,0,543,0
1781148493018,296,2048,0,544,0
1781148498025,309,2048,0,545,0
1781148503034,332,2048,0,546,0
1781148508039,324,2048,0,547,0
1781148513052,295,2048,0,548,0
1781148518057,339,2048,0,549,0
1781148523064,328,2048,0,550,0
1781148528069,326,2048,0,551,0
1781148533084,285,2048,0,552,0
1781148538113,308,2048,0,553,0
1781148543117,324,2048,0,554,0
1781148548128,326,2048,0,555,0
1781148553145,317,2048,0,556,0
1781148558148,281,2048,0,557,0
1781148563158,295,2048,0,558,0
1781148568161,366,2048,0,559,0
1781148573176,332,2048,0,560,0
1781148578193,2,2048,0,562,0
1781148583209,2,2048,0,563,0
1781148588227,3,2048,0,564,0
1781148593235,0,2048,0,565,0
1781148598249,4,2048,0,566,0
1781148603260,2,2048,0,567,0
1781148608273,2,2048,0,568,0
1781148613275,6,2048,0,569,0
1781148618284,8,2048,0,570,0
1781148623292,6,2048,0,571,0
1781148628303,6,2048,0,572,0
1781148633319,11,2048,0,573,0
1781148638322,10,2048,0,574,0
1781148643332,14,2048,0,575,0
1781148648341,12,2048,0,576,0
1781148653358,4,2048,0,577,0
1781148658364,6,2048,0,578,0
1781148663378,12,2048,0,579,0
1781148668390,12,2048,0,580,0
1781148673397,1,2048,0,581,0
1781148678412,9,2048,0,582,0
1781148683427,24,2048,0,583,0
1781148688443,14,2048,0,584,0
1781148693457,17,2048,0,585,0
1781148698463,14,2048,0,586,0
1781148703472,7,2048,0,587,0
1781148708484,18,2048,0,588,0
1781148713488,14,2048,0,589,0
1781148718497,14,2048,0,590,0
1781148723514,34,2048,0,591,0
1781148728518,21,2048,0,592,0
1781148733519,19,2048,0,593,0
1781148738532,18,2048,0,594,0
1781148743547,21,2048,0,595,0
1781148748551,18,2048,0,596,0
1781148753566,16,2048,0,597,0
1781148758572,24,2048,0,598,0
1781148763583,15,2048,0,599,0
1781148768597,24,2048,0,600,0
1781148773611,28,2048,0,601,0
1781148778614,29,2048,0,602,0
1781148783627,26,2048,0,603,0
1781148788642,14,2048,0,604,0
1781148793651,34,2048,0,605,0
1781148798668,22,2048,0,606,0
1781148803679,37,2048,0,607,0
1781148808689,38,2048,0,608,0
1781148813700,27,2048,0,609,0
1781148818704,23,2048,0,610,0
1781148823713,35,2048,0,611,0
1781148828723,38,2048,0,612,0
1781148833740,23,2048,0,613,0
1781148838755,26,2048,0,614,0
1781148843764,35,2048,0,615,0
1781148848785,43,2048,0,616,0
1781148853800,38,2048,0,617,0
1781148858815,38,2048,0,618,0
1781148863826,42,2048,0,619,0
1781148868844,38,2048,0,620,0
1781148873857,35,2048,0,621,0
1781148878871,26,2048,0,622,0
1781148883876,62,2048,0,623,0
1781148888892,42,2048,0,624,0
1781148893894,45,2048,0,625,0
1781148898903,61,2048,0,626,0
1781148903922,51,2048,0,627,0
1781148908924,48,2048,0,628,0
1781148913941,56,2048,0,629,0
1781148918953,41,2048,0,630,0
1781148923965,50,2048,0,631,0
1781148928968,74,2048,0,632,0
1781148933981,52,2048,0,633,0
1781148938984,67,2048,0,634,0
1781148943991,39,2048,0,635,0
1781148948995,61,2048,0,636,0
1781148954005,47,2048,0,637,0
1781148959032,50,2048,0,638,0
1781148964048,42,2048,0,639,0
1781148969063,37,2048,0,640,0
1781148974070,64,2048,0,641,0
1781148979076,48,2048,0,642,0
1781148984078,57,2048,0,643,0
1781148989091,54,2048,0,644,0
1781148994103,74,2048,0,645,0
1781148999120,60,2048,0,646,0
1781149004129,54,2048,0,647,0
1781149009133,55,2048,0,648,0
